trans_id,trans_dt,cust_id,prod_id,item_qty,item_price,seg_name,update_at,active_flag,prod_name,brand,category
23,2016-01-02 13:16:00,15458323,418984,1,50.99,INFREQUENT,2014-01-01 00:00:00,N,Product 418984,C,Women
23,2016-01-02 13:16:00,15458323,418984,1,50.99,INFREQUENT,2014-07-01 00:00:00,N,Product 418984,C,Women
23,2016-01-02 13:16:00,15458323,418984,1,50.99,INFREQUENT,2014-12-01 00:00:00,N,Product 418984,C,Women
23,2016-01-02 13:16:00,15458323,418984,1,50.99,INFREQUENT,2015-07-01 00:00:00,N,Product 418984,C,Women
23,2016-01-02 13:16:00,15458323,418984,1,50.99,INFREQUENT,2015-12-01 00:00:00,Y,Product 418984,C,Women
23,2016-01-02 13:16:00,15458323,418984,1,50.99,INFREQUENT,2016-05-01 00:00:00,Y,Product 418984,C,Women
23,2016-01-02 13:16:00,15458323,418984,1,50.99,ONE-OFFS,2014-06-01 00:00:00,N,Product 418984,C,Women
23,2016-01-02 13:16:00,15458323,44399932,1,8.99,INFREQUENT,2014-01-01 00:00:00,N,Product 44399932,M,Women
23,2016-01-02 13:16:00,15458323,44399932,1,8.99,INFREQUENT,2014-07-01 00:00:00,N,Product 44399932,M,Women
23,2016-01-02 13:16:00,15458323,44399932,1,8.99,INFREQUENT,2014-12-01 00:00:00,N,Product 44399932,M,Women
23,2016-01-02 13:16:00,15458323,44399932,1,8.99,INFREQUENT,2015-07-01 00:00:00,N,Product 44399932,M,Women
23,2016-01-02 13:16:00,15458323,44399932,1,8.99,INFREQUENT,2015-12-01 00:00:00,Y,Product 44399932,M,Women
23,2016-01-02 13:16:00,15458323,44399932,1,8.99,INFREQUENT,2016-05-01 00:00:00,Y,Product 44399932,M,Women
23,2016-01-02 13:16:00,15458323,44399932,1,8.99,ONE-OFFS,2014-06-01 00:00:00,N,Product 44399932,M,Women
25,2016-01-02 13:24:00,5564276,135686345,1,33.99,INACTIVE,2015-04-01 00:00:00,N,Product 135686345,G,Make up
25,2016-01-02 13:24:00,5564276,135686345,1,33.99,INFREQUENT,2014-01-01 00:00:00,N,Product 135686345,G,Make up
25,2016-01-02 13:24:00,5564276,135686345,1,33.99,INFREQUENT,2016-01-01 00:00:00,Y,Product 135686345,G,Make up
25,2016-01-02 13:24:00,5564276,135686345,1,33.99,LAPSED,2014-04-01 00:00:00,N,Product 135686345,G,Make up
25,2016-01-02 13:24:00,5564276,135686345,1,33.99,LAPSED,2014-10-01 00:00:00,N,Product 135686345,G,Make up
26,2016-01-02 13:34:00,16164748,224608,1,82.99,INFREQUENT,2014-11-01 00:00:00,N,Product 224608,N,Women
26,2016-01-02 13:34:00,16164748,224608,1,82.99,INFREQUENT,2015-11-01 00:00:00,N,Product 224608,N,Women
26,2016-01-02 13:34:00,16164748,224608,1,82.99,INFREQUENT,2016-05-01 00:00:00,Y,Product 224608,N,Women
26,2016-01-02 13:34:00,16164748,224608,1,82.99,LOYAL,2015-03-01 00:00:00,N,Product 224608,N,Women
26,2016-01-02 13:34:00,16164748,224608,1,82.99,LOYAL,2015-06-01 00:00:00,N,Product 224608,N,Women
26,2016-01-02 13:34:00,16164748,224608,1,82.99,LOYAL,2015-12-01 00:00:00,N,Product 224608,N,Women
26,2016-01-02 13:34:00,16164748,224608,1,82.99,LOYAL,2016-03-01 00:00:00,Y,Product 224608,N,Women
26,2016-01-02 13:34:00,16164748,224608,1,82.99,NEW,2014-06-01 00:00:00,N,Product 224608,N,Women
26,2016-01-02 13:34:00,16164748,242654,1,56.99,INFREQUENT,2014-11-01 00:00:00,N,Product 242654,D,Women
26,2016-01-02 13:34:00,16164748,242654,1,56.99,INFREQUENT,2015-11-01 00:00:00,N,Product 242654,D,Women
26,2016-01-02 13:34:00,16164748,242654,1,56.99,INFREQUENT,2016-05-01 00:00:00,Y,Product 242654,D,Women
26,2016-01-02 13:34:00,16164748,242654,1,56.99,LOYAL,2015-03-01 00:00:00,N,Product 242654,D,Women
26,2016-01-02 13:34:00,16164748,242654,1,56.99,LOYAL,2015-06-01 00:00:00,N,Product 242654,D,Women
26,2016-01-02 13:34:00,16164748,242654,1,56.99,LOYAL,2015-12-01 00:00:00,N,Product 242654,D,Women
26,2016-01-02 13:34:00,16164748,242654,1,56.99,LOYAL,2016-03-01 00:00:00,Y,Product 242654,D,Women
26,2016-01-02 13:34:00,16164748,242654,1,56.99,NEW,2014-06-01 00:00:00,N,Product 242654,D,Women
28,2016-01-02 14:26:00,8431623,273788,1,30.99,GONE AWAY,2015-11-01 00:00:00,N,Product 273788,C,Make up
28,2016-01-02 14:26:00,8431623,273788,1,30.99,INACTIVE,2014-11-01 00:00:00,N,Product 273788,C,Make up
28,2016-01-02 14:26:00,8431623,273788,1,30.99,INACTIVE,2016-01-01 00:00:00,N,Product 273788,C,Make up
28,2016-01-02 14:26:00,8431623,273788,1,30.99,LAPSED,2014-01-01 00:00:00,N,Product 273788,C,Make up
28,2016-01-02 14:26:00,8431623,273788,1,30.99,LAPSED,2014-05-01 00:00:00,N,Product 273788,C,Make up
28,2016-01-02 14:26:00,8431623,273788,1,30.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 273788,C,Make up
29,2016-01-02 14:36:00,21233374,220482193,1,17.49,NEW,2016-02-01 00:00:00,Y,Product 220482193,G,Make up
30,2016-01-02 15:06:00,619017,276330,1,98.99,INACTIVE,2015-04-01 00:00:00,N,Product 276330,T,Women
30,2016-01-02 15:06:00,619017,276330,1,98.99,LAPSED,2014-04-01 00:00:00,N,Product 276330,T,Women
30,2016-01-02 15:06:00,619017,276330,1,98.99,LAPSED,2014-10-01 00:00:00,N,Product 276330,T,Women
30,2016-01-02 15:06:00,619017,276330,1,98.99,ONE-OFFS,2014-01-01 00:00:00,N,Product 276330,T,Women
30,2016-01-02 15:06:00,619017,276330,1,98.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 276330,T,Women
31,2016-01-02 15:15:00,20323265,223877007,1,93.99,INFREQUENT,2016-03-01 00:00:00,Y,Product 223877007,H,Men
31,2016-01-02 15:15:00,20323265,223877007,1,93.99,NEW,2015-10-01 00:00:00,N,Product 223877007,H,Men
32,2016-01-02 16:01:00,12343039,237168,1,38.99,GONE AWAY,2015-11-01 00:00:00,N,Product 237168,D,Make up
32,2016-01-02 16:01:00,12343039,237168,1,38.99,INACTIVE,2014-05-01 00:00:00,N,Product 237168,D,Make up
32,2016-01-02 16:01:00,12343039,237168,1,38.99,INACTIVE,2016-01-01 00:00:00,N,Product 237168,D,Make up
32,2016-01-02 16:01:00,12343039,237168,1,38.99,LAPSED,2014-01-01 00:00:00,N,Product 237168,D,Make up
32,2016-01-02 16:01:00,12343039,237168,1,38.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 237168,D,Make up
35,2016-01-02 16:03:00,5165382,232979,1,20.99,INACTIVE,2014-01-01 00:00:00,N,Product 232979,C,Make up
35,2016-01-02 16:03:00,5165382,232979,1,20.99,INFREQUENT,2015-03-01 00:00:00,N,Product 232979,C,Make up
35,2016-01-02 16:03:00,5165382,232979,1,20.99,INFREQUENT,2016-02-01 00:00:00,N,Product 232979,C,Make up
35,2016-01-02 16:03:00,5165382,232979,1,20.99,ONE-OFFS,2014-08-01 00:00:00,N,Product 232979,C,Make up
35,2016-01-02 16:03:00,5165382,232979,1,20.99,ONE-OFFS,2015-08-01 00:00:00,N,Product 232979,C,Make up
35,2016-01-02 16:03:00,5165382,232979,1,20.99,ONE-OFFS,2016-03-01 00:00:00,Y,Product 232979,C,Make up
35,2016-01-02 16:03:00,5165382,243169,1,67.99,INACTIVE,2014-01-01 00:00:00,N,Product 243169,H,Men
35,2016-01-02 16:03:00,5165382,243169,1,67.99,INFREQUENT,2015-03-01 00:00:00,N,Product 243169,H,Men
35,2016-01-02 16:03:00,5165382,243169,1,67.99,INFREQUENT,2016-02-01 00:00:00,N,Product 243169,H,Men
35,2016-01-02 16:03:00,5165382,243169,1,67.99,ONE-OFFS,2014-08-01 00:00:00,N,Product 243169,H,Men
35,2016-01-02 16:03:00,5165382,243169,1,67.99,ONE-OFFS,2015-08-01 00:00:00,N,Product 243169,H,Men
35,2016-01-02 16:03:00,5165382,243169,1,67.99,ONE-OFFS,2016-03-01 00:00:00,Y,Product 243169,H,Men
35,2016-01-02 16:03:00,5165382,248743,1,24.99,INACTIVE,2014-01-01 00:00:00,N,Product 248743,C,Make up
35,2016-01-02 16:03:00,5165382,248743,1,24.99,INFREQUENT,2015-03-01 00:00:00,N,Product 248743,C,Make up
35,2016-01-02 16:03:00,5165382,248743,1,24.99,INFREQUENT,2016-02-01 00:00:00,N,Product 248743,C,Make up
35,2016-01-02 16:03:00,5165382,248743,1,24.99,ONE-OFFS,2014-08-01 00:00:00,N,Product 248743,C,Make up
35,2016-01-02 16:03:00,5165382,248743,1,24.99,ONE-OFFS,2015-08-01 00:00:00,N,Product 248743,C,Make up
35,2016-01-02 16:03:00,5165382,248743,1,24.99,ONE-OFFS,2016-03-01 00:00:00,Y,Product 248743,C,Make up
35,2016-01-02 16:03:00,5165382,256312,1,33.99,INACTIVE,2014-01-01 00:00:00,N,Product 256312,C,Make up
35,2016-01-02 16:03:00,5165382,256312,1,33.99,INFREQUENT,2015-03-01 00:00:00,N,Product 256312,C,Make up
35,2016-01-02 16:03:00,5165382,256312,1,33.99,INFREQUENT,2016-02-01 00:00:00,N,Product 256312,C,Make up
35,2016-01-02 16:03:00,5165382,256312,1,33.99,ONE-OFFS,2014-08-01 00:00:00,N,Product 256312,C,Make up
35,2016-01-02 16:03:00,5165382,256312,1,33.99,ONE-OFFS,2015-08-01 00:00:00,N,Product 256312,C,Make up
35,2016-01-02 16:03:00,5165382,256312,1,33.99,ONE-OFFS,2016-03-01 00:00:00,Y,Product 256312,C,Make up
35,2016-01-02 16:03:00,5165382,225235717,1,1.99,INACTIVE,2014-01-01 00:00:00,N,Product 225235717,A,Women
35,2016-01-02 16:03:00,5165382,225235717,1,1.99,INFREQUENT,2015-03-01 00:00:00,N,Product 225235717,A,Women
35,2016-01-02 16:03:00,5165382,225235717,1,1.99,INFREQUENT,2016-02-01 00:00:00,N,Product 225235717,A,Women
35,2016-01-02 16:03:00,5165382,225235717,1,1.99,ONE-OFFS,2014-08-01 00:00:00,N,Product 225235717,A,Women
35,2016-01-02 16:03:00,5165382,225235717,1,1.99,ONE-OFFS,2015-08-01 00:00:00,N,Product 225235717,A,Women
35,2016-01-02 16:03:00,5165382,225235717,1,1.99,ONE-OFFS,2016-03-01 00:00:00,Y,Product 225235717,A,Women
38,2016-01-02 16:08:00,13677114,430046,1,34.99,GONE AWAY,2015-11-01 00:00:00,N,Product 430046,Y,Make up
38,2016-01-02 16:08:00,13677114,430046,1,34.99,INACTIVE,2015-06-01 00:00:00,N,Product 430046,Y,Make up
38,2016-01-02 16:08:00,13677114,430046,1,34.99,INACTIVE,2016-01-01 00:00:00,N,Product 430046,Y,Make up
38,2016-01-02 16:08:00,13677114,430046,1,34.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 430046,Y,Make up
39,2016-01-02 11:32:00,21229925,227248,1,51.09,NEW,2016-02-01 00:00:00,N,Product 227248,E,Women
39,2016-01-02 11:32:00,21229925,227248,1,51.09,ONE-OFFS,2016-03-01 00:00:00,Y,Product 227248,E,Women
39,2016-01-02 11:32:00,21229925,105733160,1,39.19,NEW,2016-02-01 00:00:00,N,Product 105733160,C,Men
39,2016-01-02 11:32:00,21229925,105733160,1,39.19,ONE-OFFS,2016-03-01 00:00:00,Y,Product 105733160,C,Men
41,2016-01-02 12:03:00,967361,224728,1,70.99,INFREQUENT,2014-04-01 00:00:00,N,Product 224728,I,Women
41,2016-01-02 12:03:00,967361,224728,1,70.99,LAPSED,2014-02-01 00:00:00,N,Product 224728,I,Women
41,2016-01-02 12:03:00,967361,224728,1,70.99,LAPSED,2015-06-01 00:00:00,N,Product 224728,I,Women
41,2016-01-02 12:03:00,967361,224728,1,70.99,LAPSED,2015-12-01 00:00:00,N,Product 224728,I,Women
41,2016-01-02 12:03:00,967361,224728,1,70.99,LOYAL,2016-02-01 00:00:00,Y,Product 224728,I,Women
41,2016-01-02 12:03:00,967361,224728,1,70.99,ONE-OFFS,2014-01-01 00:00:00,N,Product 224728,I,Women
41,2016-01-02 12:03:00,967361,224728,1,70.99,ONE-OFFS,2014-03-01 00:00:00,N,Product 224728,I,Women
41,2016-01-02 12:03:00,967361,224728,1,70.99,ONE-OFFS,2015-04-01 00:00:00,N,Product 224728,I,Women
41,2016-01-02 12:03:00,967361,224728,1,70.99,ONE-OFFS,2016-01-01 00:00:00,N,Product 224728,I,Women
41,2016-01-02 12:03:00,967361,227384,1,24.99,INFREQUENT,2014-04-01 00:00:00,N,Product 227384,E,Women
41,2016-01-02 12:03:00,967361,227384,1,24.99,LAPSED,2014-02-01 00:00:00,N,Product 227384,E,Women
41,2016-01-02 12:03:00,967361,227384,1,24.99,LAPSED,2015-06-01 00:00:00,N,Product 227384,E,Women
41,2016-01-02 12:03:00,967361,227384,1,24.99,LAPSED,2015-12-01 00:00:00,N,Product 227384,E,Women
41,2016-01-02 12:03:00,967361,227384,1,24.99,LOYAL,2016-02-01 00:00:00,Y,Product 227384,E,Women
41,2016-01-02 12:03:00,967361,227384,1,24.99,ONE-OFFS,2014-01-01 00:00:00,N,Product 227384,E,Women
41,2016-01-02 12:03:00,967361,227384,1,24.99,ONE-OFFS,2014-03-01 00:00:00,N,Product 227384,E,Women
41,2016-01-02 12:03:00,967361,227384,1,24.99,ONE-OFFS,2015-04-01 00:00:00,N,Product 227384,E,Women
41,2016-01-02 12:03:00,967361,227384,1,24.99,ONE-OFFS,2016-01-01 00:00:00,N,Product 227384,E,Women
43,2016-01-02 12:06:00,967361,217102,1,24.99,INFREQUENT,2014-04-01 00:00:00,N,Product 217102,E,Women
43,2016-01-02 12:06:00,967361,217102,1,24.99,LAPSED,2014-02-01 00:00:00,N,Product 217102,E,Women
43,2016-01-02 12:06:00,967361,217102,1,24.99,LAPSED,2015-06-01 00:00:00,N,Product 217102,E,Women
43,2016-01-02 12:06:00,967361,217102,1,24.99,LAPSED,2015-12-01 00:00:00,N,Product 217102,E,Women
43,2016-01-02 12:06:00,967361,217102,1,24.99,LOYAL,2016-02-01 00:00:00,Y,Product 217102,E,Women
43,2016-01-02 12:06:00,967361,217102,1,24.99,ONE-OFFS,2014-01-01 00:00:00,N,Product 217102,E,Women
43,2016-01-02 12:06:00,967361,217102,1,24.99,ONE-OFFS,2014-03-01 00:00:00,N,Product 217102,E,Women
43,2016-01-02 12:06:00,967361,217102,1,24.99,ONE-OFFS,2015-04-01 00:00:00,N,Product 217102,E,Women
43,2016-01-02 12:06:00,967361,217102,1,24.99,ONE-OFFS,2016-01-01 00:00:00,N,Product 217102,E,Women
44,2016-01-02 15:20:00,1832062,211225,1,38.9,LAPSED,2015-02-01 00:00:00,N,Product 211225,Z,Men
44,2016-01-02 15:20:00,1832062,211225,1,38.9,LAPSED,2015-08-01 00:00:00,N,Product 211225,Z,Men
44,2016-01-02 15:20:00,1832062,211225,1,38.9,NEW,2014-02-01 00:00:00,N,Product 211225,Z,Men
44,2016-01-02 15:20:00,1832062,211225,1,38.9,ONE-OFFS,2014-07-01 00:00:00,N,Product 211225,Z,Men
44,2016-01-02 15:20:00,1832062,211225,1,38.9,ONE-OFFS,2016-02-01 00:00:00,Y,Product 211225,Z,Men
45,2016-01-02 16:04:00,159853,131184039,1,58.79,GONE AWAY,2015-11-01 00:00:00,N,Product 131184039,K,Men
